text,hate_label,topic_label
I hope you cry when that nigga die,0,race
"2 Porn goddesses @nikkibenz & #JesseJane share @ChrisStrokesxxx 's big white dick in hot threeway sex scene from ""Face Of An Angel...Mind Of A Devil"" Dir by @JulesJordan #bigtits #threesome #bigdick #milfs #dicksucking #bigbutts 😍💦🍒 URL",0,gender
Bitches are so disgusting,1,gender
The zio jews are carriers of the biggest inferiority complex Globally...they have to keep repeating their two mantras ...the Shoah and the Supremacy ...to raise themselves from their obvious innate inferiority! URL,1,race
"Nigerian men are loved all over the world, except by an insignificant minority in Nigeria 🇳🇬. RT if you love and appreciate Nigerian men. URL",0,gender
Bitches piss me off thot ass hoes,1,gender
"He/him lesbians are not TRANS people. No authentic ass trans man would call himself a lesbian, lmfao. Y'all are so painfully uneducated.",0,sexual orientation
@miss9afi Why not ? When the parasites sucking the country is to only loot and survive it is ppl like you who have love fir another country and want to see come up in the world like the one you live! You are better than the ones who want to kill the nation by dividing it. Long live u ppl🙏,0,others
@dbongino @dochartdc This is cold and possibly sick but I believe these bastards that come to America to kill should be tried and if found guilty hung by the neck at the border for others to see.,1,immigration
Shaykh Abdul Hakim Murad brilliantly and succinctly explains the definition of Sunni Orthodoxy/ Ahlul Sunnah Wal Jamah'. URL,0,religion
Woman are trash,1,gender
@spectatorindex India can go to hell,0,others
Once I start fucking the shit outta your white pussy guess what the fuck is going to happen to this condom?And what's going to be flooding your white cunt and womb? URL,1,race
holy fuck this girl is trash... what a cunt,0,gender
listen to this u hoe or i will slit ur throat URL,1,gender
"...feel about this latest act of wickedness? Those who target innocent and defenceless women,children and clerics for butchery and slaughter are nothing but cold-blooded killers and wholesale cowards who are too weak and timid to take on real men in battle.",0,gender
This guy is supposed to be the liberal face of Islamic State of Pakistan...this idiot barrister won't say how 210 million Paki Mujahids got their butts kicked by Windies and Australia who are kafirs & a fraction of paki population. Another piece of Paki shit. URL,1,others
"@princetvn Have some dignity for yourself and stop cooning for these women who only see you as a fetish, our BLACK queens are beautiful but you choose to remain ignorant, you'll learn eventually to stop messing with these white wome- ok they not reading this no more, let's sign up for dis",0,race
@Payal_Rohatgi @NetflixIndia @netflix @PMOIndia @HMOIndia @narendramodi A Muslim woman playing a role of a FAKE hindu fiydaheen #HumaQureshi & a Muslim man playing the role of a FAKE hindu jihadi cleric. Bollywood hates HINDU. Anyone to make REAL film on Srilanka killings ? Morons,0,gender
Wouldn't it be easier if we just sent them to the gas chambers? At least they wouldn't have to suffer anymore ffs,1,others
@nypost Fucking homophobic cunts are killing our Country!,1,others
"@realDonaldTrump @WhiteHouse Sir I am not a Dem or Rep. I am US Citizen. Evil exist in any race, Color and race. So lets pray for the soul of those nnocent people in Texas and Ohio. I think God is Great and He gives lives and take lives. God bless their souls and God Bless The USA&POTUS",0,race
"@MrMogomotsi @Herbert_Mampuru I love gay people so much but the truth is ""why did he had to use ladies room, he is still a man?",0,gender
Biggie is spoiling these people with food 😑,0,gender
@misbrihavingg @m33sh_baby Bussin that pussy DOWN 😩,1,gender
@wbgxdono That hoe suck,1,gender
"✨🏳️‍🌈 LGBT+ Artist Discovery! 🏳️‍🌈✨ Hey my #artistsontwitter , pop your art down below and boost each other up. Open to all kinds of art, shout out to merch makers, let's support actual queer creators, not corporations! I'll RT responses throughout pride month! 💖 Love you all 💖 URL",0,sexual orientation
FUCK ALL MUSLIMS I MUZZELED YALLS ASS ALONG TIME AGO.,1,religion
All you bitches are garbage.,1,gender
Sorry you peasants aren't making these men eat your ass. These niggas abusing your vaginas and beat you for face lmaoooo that ok y'all do that while I push their face in my butt 🙂,0,gender
"Fuck y'all pussy nikkas on Xbox live reporting my account name , y'all sum bitches on god",1,others
Get the fuck up pigs and submit and serve your Master. 🖕🏼🦶 #findom #alpha #cashmaster #find0m #cashcunt #finsub #cashfag #paypig #beta #alphamale #cuck #cuckold URL,1,others
ugly niggas are very very bold,1,gender
"@lamaookk @wiselunatic @iAnkurSingh @T_1000__ @ZomatoIN Pls go n hv am useful stuff !!  U r useless rubbish only trying to demean ISLAM ,,, I respect every religion ,, u r nt true to Ur own religion dats why making fun of others",0,religion
We evict you from the gay community. May you never have clear water again URL,0,sexual orientation
"Do you guys remember that one time I said men's obsession with ""body count"" is literally just about their ego and insecurities? URL",0,gender
"@daintyvioIet white men literally join the military, go overseas, murder families, and put it under the illusion of ""fighting for their country"" and still say abortion is wrong lmao",0,race
Wonder Woman She's bisexual Arguably the most famous queer hero Can be found in her solo series & justice league She hasn't had a girlfriend shown yet but has had exes I.E. Mera in bombshells URL,0,sexual orientation
@Un_apologetic2 @Stephenohara55 @TheKevinFiles @prettttyyyy1 @spiurit007 @Adunni_Achebe Your ignorance is showing.  Homosexuality exists. It's not going anywhere.,0,sexual orientation
Y'all better start talking your homeboys OUT of making bad decisions... a lot of niggas would still be alive or FREE if they had friends who actually cared,0,others
"This black evangelical supports PRESIDENT @realDonaldTrump  signed - one of many ""black evangelicals"" from a long line of pastors, deacons, missionaries etc who supports the President, prays for the POTUS & appreciates his positions on religious freedom, life, & family. URL",0,religion
twicelights was a girl and gays event only,0,sexual orientation
I'm so lucky I get to come home and ride Daddy's raw cock and have him knock me up every night #gayporn #gaydadson #gay #gaysex #gayboy #gaycock #gaycum #gayfetish #gaydad #gaypig #gayson #nsfw URL,0,sexual orientation
Ari Aster is proof we gotta start giving these disturbed white boys A24 deals instead of guns,0,race
@FraserNelson I don't think the problem is not Hostility to Islam .. the problem is Islam's hostility to the west,0,religion
I refuse to let a nigga dressed like this beat my ass URL,0,others
the bitches in my mans hood aint about shit 🙄,1,gender
I don't feel sorry for you weak pussies that get racially antagonized by white people in public. Y'all deserve every bit of it. That can sense of pathetic you are and take rightful advantage.,1,race
"Celebrating my first 🌈 Pride month. Out as gay here on Twitter, and to a few in real life people around the US. The hiatus I took the last little while-Restful, insightful, uplifting, & refreshing. I love God, & I'm gay, it's not a sin.   #Queer #PrideMonth",0,sexual orientation
The fact that you claiming people who wear turbans are terriosts say alot 🤦🏾‍♂️ white people wouldve been more suitable,0,race
#Bangladesh won first ever  multi-nation ODI tournament 🏆 #TriSeries #CHAMPIONS #Bangladesh 🇧🇩 URL,0,gender
"i can't believe this conniving cunt even had the audacity to be with her & waste her god damn time. she even showed her vulnerability side yet he did her dirty. i hope u fucking rot u nasty ass, crusty ass, bitch ass, musty ass, UGLY ASS MF",1,gender
In the bible God supports the killing of a child in the womb if the baby is a product of adultery. He performs a forced miscarriage which is essentially an abortion. Epitome of hypocrisy ahahahahaha,0,religion
"@AStratelates I'm pretty sure that Anglicanism is generally thought of as Protestant. Also, one could even argue that, in eliminating much of the hierarchy, any number of Protestant sects seek to restore Christianity to a more authentic original state. Are Saint Thomas Christians inauthentic?",0,religion
What if the women of Delhi take @ArvindKejriwal advice and accept the bribe of free metro rides and still vote for BJP?,0,gender
@CHICKLET_HF Pussy ass bitch bitch,1,gender
Fake ass nigga u ain't realer than my junkie,0,race
'The federal government doesn't give a sh*t about African Americans.' — @BernieSanders doubled down on his blunt 1974 quote about busing URL,0,race
a big size difference between a muscular Alpha and his tiny twink fag slut bitch is everything. It looks like this Alpha could snap this twat's back...even if he did...it wouldn't matter cause it's just a hole.. URL,1,others
"esports in june: gay rights!! pride!! look at our rainbow logo! hehe esports every other month of the year: Yeah but if you think about it they're really just words. I mean who decided that ""[slur]"" is offensive anyway? Etymologically, in the 19th century, the word was used to m",0,sexual orientation
"My piece with @nowthisnews about how China is trying to erase Uyghurs, Kazakhs, Kyrgyz, and other Turkic Muslims of occupied East Turkestan. URL",0,others
You niggas getting guns to put in Instagram like niggas ain't really hitting the grave ⚰️,0,others
The shit women put up with from some men with their behavior is disgusting.  That is all.,0,gender
"@BernieSanders Since Russia, Russia, Russia didn't work... #Democrat politicians are now trying Racist, Racist, Racist! Is hate all they have? URL",0,politics
"From the beginning of the #GreatMarchOfReturn protests on Land Day, 30 March 2018 until the end of June 2019, Israeli security forces killed 216 Palestinians, 43 of them minors, and wounded thousands, the vast majority with live ammunition.  URL",0,others
"Enough of USELESS, WATERY, TITHE focused 'it is well' Christianity! Turn your Bible to 1 Corinthians 4:20 ""the kingdom of God is not a matter of TALK but of POWER."" We dont need ADEBOYES who TALK feebly. We need IDAHOSAS who command POWER and tear satan's kingdom down #RenosDarts",0,religion
arabs when they go pharah URL,0,others
Sheeeeeeesh some Toxic Masculinity to start the summer ?? URL,0,gender
man equal rights equal fights bitch I'm drop you like a dead baby,0,gender
Y'all fuck ugly guys on the regular funny or not anyways tbh,1,gender
"A liberal must never express concern for Kashmiri Pandits or for Buddhists in Ladakh because Kashmiri Pandits themselves decided to leave Kashmir for greener pastures, and Buddhists are not a minority.",0,others
Suck slave bitch ! URL #Mistress @LadyRenee_ #strapon #makemebi #forcedcocksucking #anal #analslave #sluttraining #slavetraining #slave #madetosuckcock #FemDom #FemaleDomination #malecocksucker #cunthole #slut #forcedbi #domination #Domme URL,0,gender
"I'm not a fan of this question: ""Would you date a trans person?"" 🤨 I am a fan of this question: ""Would a trans person want to date you?""",0,gender
"@naija_qt @AsiaTheLioness @voodustyle @Yes_Your_Grace It's fairly recent in history where we started to reconnect back with our ""roots"" 60's and 70's when we fought for African, Caribbean, Latin America and basically all ""POC"" rights to migrate here and be ""free"" but we get called ""less cultured""",0,race
@BeauStead @roddreher Do you have any limiting principles on immigration?,0,immigration
RT if you wanna a #pussy pic in DM 😋 #SEX URL,0,gender
"niggas ain't got no choice but to put a whole gram in a blunt cause ya tolerance too damn high,",0,others
"Women who gave birth to 10 Children at the age of 25 years, is given #TripleTalaq because she denied her Shauhar for 11th child in Firozabad. Women are made child machine & slave in this Cult that's why they are challenging #TripleTalaq Law, Constitution & Supreme Court order. URL",0,gender
These niggas are pathetic!,1,gender
omg this slut,0,others
@a_thankfulheart Best is just to ignore them. I'm still going to teach jesus peace whether they like it or not.,0,religion
"""There are many, today, who are troubled by what Pride has become. Including me — an out and outspoken lesbian."" @TonjeGjevjon URL",0,sexual orientation
"First going after women's bodies, now joking about murdering gay people…?!? Catch a clue. Apologize and resign. URL",0,sexual orientation
I just realized that my intelligence level is about the same as your stereotypical blonde bitch…,0,gender
Lmao bro if they send this man to Mexico they about torture the hell out of him and chop his ass up URL,0,others
@MeekMill can white people eat brown babies whole or was my nana a mean ol story teller?,0,race
@realDonaldTrump Trump bans transgenders and then acts like he's celebrating them🙄,0,gender
@wsrocket_ That's the thing I ain't buying they way in nun they gone earn that shit just like everybody else If they cant get in using they brain they dont needa be at that mf 😂😂😂😂,0,religion
@RhodaDavids Fuck education they need castration,1,others
Then u a hoe then dumbass 😑 bitches like this really be slow...,1,gender
@ThomasJTobin1 You're going to your God's hell for allowing your priests to molest children. Shut your fucking mouth you fucking garbage human.,1,religion
so many niggas lack intelligence in so many categories. y'all really need to spend time educating y'all selves rather than worrying bout what next bitch can you fuck.,0,gender
Fuck her. I bet you he got in more shit than the girl tho,0,gender
@ALANMYERSMEDIA Imagine we won a trophy on his last year 🤞🤞🤞💙,0,others
"dating in Houston has been a solid 7/10. All the guys I've been out with have been country gentleman for the most part. The outliers are the really tall bearded niggas that are man whores and the 5'9"" niggas who are a 5'9"" lie. 🧐",0,gender
"*shouldn't be a gay pride parade. Yes. Because denying gay and trans people services, enabling discrimination and assaulting and stalking LGBTQ people are such productive and valuable goals to do in the name of ""straight pride."" You people are trash.",0,sexual orientation
"@jeremynewberger @realDonaldTrump @CNN You're white and to blame for all the evils in the world so just shut up,Just continue hating yourself and shut up.IDIOT!!",1,race
@KimyaNDennisPhD You have a PHD and you are whining about white people? Bahahaha.,0,race
please be my homosexual remover — I will remove ALL the homos URL,1,sexual orientation
#EidMubarak to all our Muslim followers. Today is your day to celebrate the goodness in your life,0,religion
I just wanna fuck this bitch up so bad,0,gender
@Education4Libs @GaryRobinette1 Bunch of anti-American bitch dykes!,1,gender
Mastercard Aims to Steer 1 Million Young Women to STEM Careers #Vocalinkemployee URL,0,gender
"soon as u give a nigga a centimeter.. dat mf wanna start ice skating doing back flips , cartwheels , two stepping , south Dallas swaggin & shit like WHYYYYYYY?!!!",0,race
@JoaquinCastrotx Fucking beaner.,1,gender
Proud moment of life to witness Historic Swearing In ceremony of @narendramodi ji Govt at Rashtrapati Bhavan ! This absolute victory of BJP is dedicated to all booth level @BJP4India karyakartas ! URL,0,politics
you clearly don't know women,0,gender
Fuck'n Hot AF Young Cum Junkie Slut Nate Grimes Gettin' Fuck'n Ready for a Filthy Fuck'n Good Fist Fuck Session and Balls Deep Load of Dirty AF Cory Jays Daddy Fuck Seed Floodin' His Hungry Young Fuck'n Cum Junkie Cunt (Part 1) 👍 URL,1,gender
"Because of the loopholes in our current immigration policy, migrants are undertaking the dangerous journey to enter the U.S. illegally. Mass amnesty that the Dems are pushing won't. . .  ✖ Protect migrants ✖ Secure our border ✖ Support @CBP agents",0,immigration
"Eat her pussy till she cum, then keep going 🤤🤤",0,gender
"Please investigate this lying anti-American, anti-semitic, pro-al Qaeda animal and put her in jail where she really belongs.",0,others
Ima talk trash on that dumb bitch till the day she finally kill her pathetic ass self,1,gender
"👍This little guy is more dangerous than any of the guys he hates, & his background history is dodgy, if he dont like them they must be OK, he is a disgrace, turning London into a Islamic shite hole, & his Muslim buddies love him for it🇬🇧😉# URL",1,others
Tons of gay shit URL,0,sexual orientation
@latinsaby comente gay @ifsaby,0,sexual orientation
bet you wish u could get ur dick in between these 😮 sub to my onlyfans and watch me titty fuck this dildo 😱 - URL URL,0,gender
Achieve what? Islamic Jihad? You're a degenerate and ingrate. You hate this great country. May you rot in hell,1,religion
"this smells - from the headline to the laughing emojis, both trying to humiliate a woman who learnt quite a difficult language and the nation which speaks it URL",0,gender
"🤡  clown rights, russian and a lesbian? must be a iconic imposter! your brat tweets recently have been all i've wanted and you are a legend for posting them. in addition you are so amazing and you deserve all the love and support in the world",0,sexual orientation
@NicolleDWallace Illegals are invading and their intent is intentional and constant.,0,immigration
"Jesus Christ was a hippy socialist pussy wino beta cuck snowflake homo libtard SJW crybaby... ..or at least that's what Trump Voters and the GOP would be calling Him if He were alive today. Through the bars of his cell, of course. On Death Row. By experimental lethal injection. URL",1,others
@PierceParisXXX I would love to suck your Big Dick one day Deep Throat suck it to the base. Mad skills when come to sucking,0,others
"They must take an oath swearing allegiance to India & her flag, swear they will not incite violence, swear they will never sleep with Pak or Separatists again... and only then they should be released... URL",0,others
On the Trump/Ingraham interview: 'I see .. a draft-dodging president who is sitting down with a woman who regularly defends anti-Semites/espouses white supremacists talking points while using the graves of WWII soldiers who saved the world from Nazis as a prop. That's what it is' URL,1,politics
"This patriotic American explains beautifully the difference between African Americans being snatched up and brought to America as slaves & illegal aliens floating across the Rio Grand and illegally crossing the southern border. BY ""CHOICE"" vs BY ""FORCE"" URL",0,others
Niggas is fake. Niggas do you wrong and act like they ain't do shit 👌🏾,1,others
"@HunterDrewTFA Whether you believe that the sole purpose of existence is procreation or you believe it is simply the most fulfilling thing a person can do, it seems to make some sense for it to be done by a feminine woman and a masculine man.",0,gender
*Nazis all over the country perpetrate hate crimes including setting synagogues and mosques ablaze* Posobiec: HOAX! FALSE FLAG! SMEARING OUR NOBLE GOD EMPEROR! *One bus gets burned* Posobiec: TERRORISM! CALL IN THE NATIONAL GUARD! MARTIAL LAW NOW! ROUND THEM ALL UP!,1,religion
#TuckFrump Mike Pence blasted for appearing with anti-LGBTQ extremists three times in five days URL @realTuckFrumper @RawStory,0,sexual orientation
I wanna rob a rich white man.,0,race
@TRHLofficial It is barbaric to make a mother carry a terminal fetus to term if she wishes to abort.,0,others
@DFBHarvard He should let them into the outhouses there and serve them whatever is in them! Then show them what deporting is! Sent them to Gaza! They can get real toilet water there!,1,immigration
"@Zakkuroo_ @gimpn8ez @OhNoSheTwitnt Anyways, we don't need Straight Pride and only whiney idiots who are transphobic and homophobic believe we do. Y'all wanna be discriminated against so badly, but aren't ready for what that means.",0,others
"@2020MNCongress @IlhanMN @realDonaldTrump @ilhan is so shallow, low IQ, you will rip her like rag doll! She has no ability to think on her feet, take her outside the norm and she'll beg to go back to Somalia!",0,politics
@savedwolf83 @Skot777 @Seamusss2 @AiG Who highly acclaims he Bible per chance? I guarantee it isn't any scholar secular nor religious. Facts are facts and we can show the Bible isn't factual in the main stories it represents.,0,religion
@barbarindian @vinirish The best way to isolate a ruling government globally is to make them seen as nazi. Genocide committing rulers. All this Muslim atrocity is planned by international power and Islamic world to increase crime by Muslims and when govt reacts call it a genocide.,0,others
GAPPY AND YASUHO SAID: TRANS RIGHTS ARE HUMAN RIGHTS,0,others
"religion has harmed women, gay ppl, trans ppl and christians used to use the bible to justify slavery and they use it to justify so many other things. so instead of telling me to respect ur religious views tell ur religious peers to respect other ppls lives",0,religion
This the type of love a bitch DIED for. Y'all women be safe out here these lame niggas will kill you and beat you,0,gender
"#WomenOfCourage On the single call of Saint Dr . MSG , many young girls have come forward to marry the physically challenged men .🙏🙏 @derasachasauda",0,gender
@Michael05663184 @tariqnasheed Over aggressive police tactics based on racism & knowledge they can get away w it. White cop who sucker punched that man should be arrested already. The other cop he was talking to didn't seem to be the least bit threatened by him but big man w the AR punched him anyway. Fuck him,0,race
"If a nigga vent to you, listen you might just be all he got",0,race
"Catch them and cut their balls off, Yankee, Mossad bastards",1,others
"@CrownOfLight3 If Scopas is a reboot, it's been a generally more accurate in terms of representing black people.",0,race
Migrant teen describes harsh conditions at facility URL via @msnbc,0,others
"Come for us all this is not the United states of American this is the Natizs at work through our own government, you bunch of baby killers & baby molesters need to all be deported & yes it's your own kind doing this to ur own kids not illegals, u jackasses.",0,others
@violinisbae Then what do you call the pedophile priests that were sexually abusing altar boys? How fucking stupid can you possibly be?,0,others
#lovejihad Something is terribly wrong with entire Hindu society. Time for serious introspection...! URL,0,religion
Only if she pregnant for a rich nigga URL,0,gender
Girls try to tell you why they're upset and you fools tell them they're just tryna start an argument... lmao and you wonder why they keep shit bottled up. Get ur shit together fellas.,0,gender
Hate it when girls does this🥴So many guys out there has been falsely accused for things they never did. URL,0,gender
I should also add that she ended by saying 'White trash' at the rest of us,0,race
"US women's national soccer team co-captain Megan Rapinoe didn't realize she was gay until she was in college. ""It's so embarrassing because I'm just very gay but... as soon as it clicked... I was like 'ah! she has arrived. She's here. Her life is beginning.'"" URL",0,sexual orientation
"Love sucking the nutt outta young, college freaks with thick dicks. My homie shot my beard hard AF with that thick nutt. Chicago freaks 🔥🔥 URL",0,others
Must have to be mentally challenged n one ugly bastard to go out wi the intentions to be spiking folk Strange behaviour🤕,1,others
"If you identify as LGBT, you're LGBT and this month is for you. In a straight relationship? valid No relationship? valid Monogamous? valid Polyamorous? valid Asexual? valid Still a virgin? STILL VALID Still figuring it all out? That's okay, it takes time! #LGBTQ #PrideMonth",0,sexual orientation
"Pakistani mentality: ""My wife wore clothes that I didn't like, so I beat her up, cut her hair and then poured acid on her face. You would have done the same thing.""  Reporter: No, I wouldn't have done the same thing. URL",0,gender
@EFeider @LukeyFAX @MiaFarrow @ThomasJTobin1 Everyday is a heterosexual parade you blithering idiot,0,others
Bitch you better praise god or Imma shoot and that's on god I ain't playin bout my Lord and Savior I'm on my job if you ain't a Christian Imma stab you in the face,1,religion
@SCMWright @rodbishop15 Police get blamed if they do not step in. Police get called racist if they do move in. Police can't win with these people,0,race
"A CRIME AGAINST HUMANITY #Israel started a new waves of crimes against humanity, a crime of evicting 100s of #Palestinian families out of their homes by force & throwing them to the streets in order to demolish their OWN homes & give their OWN land to #Israeli #Jewish settlers URL",0,others
All those child rape cases might make you think the Catholics have their hands full. You thought wrong! URL,0,religion
"The film Elisa & Marcela tells the story of the first and only lesbian couple to be married in the Spanish Catholic church – and while the film is loosely based on a true story, the real-life women who inspired it were absolutely remarkable (thread) URL",0,sexual orientation
Don't ever think I'm a regular ass nigga 🤣 cause I'll show you IM THAT NIGGA,0,race
@NickFalconKick Dawg just call you out now you gotta 1v1 this nigga in the shadow realm. niggas don't know they getting tp on or nothing,0,others
"Men are so selfish and passive aggressive... instead of just telling you they wanna break up, they'll do all the foulest shit under the sun to you, in hopes that you find out and break up with them... so they don't feel the pressure of ""making a potential mistake"" URL",0,gender
@blekdiamonds @stupidsagg @Beyonce I thought he's lebanese or something alsksk,0,race
@kash15111 Give my wire back u faggot,1,sexual orientation
"@ExcuseMyExtraz Most definitely better get all the bread out a old nigga, but for us young niggas nah don't trick on NOTHING, but yo girl. if niggas single shit gotta be 50/50.",0,gender
"""Folk Religions"" are practiced by millions worldwide, perhaps 400 million in China alone. Though having numerous temples, deities and immortals, are seldom given credibility because of their pluralistic nature. Hinduism has been looked at in the same way. URL",0,religion
"@bindelj @SimonCopland What's ludicrous is that anyone could seriously argue that life is easier for men, gay or straight, but we know that feminism has always been myopic. Until recently, most societies had laws that punished male homosexuality but didn't bother addressing female homosexuality at all.",0,sexual orientation
"i hate a ""watch that bitch word"" ass nigga 😂 like shut yo serious ass up BITCH URL",1,gender
@sickboywolfgang @angryasianman So because it's fiction it ain't racist? Okay...,0,race
@TDBurg25 @IlovebeinBlack They were probably done by white people 💀💀,0,race
Throw the people who did this in prison the disgusting fucking low life animals!! Lesbian couple viciously beaten in homophobic attack on London bus URL,0,sexual orientation
"Cab driver: where are you from? Me: Saudi Arabia Cabbie: That is like the headquarters of Islam, right? URL",0,religion
My opinion is its always pointless to get a chick with your wallet cuz there will always be niggaz she willingly chases for free,0,gender
Does anyone else just feel really blessed to be gay,0,sexual orientation
Fuck me like you post to or ima go fuck somebody better🤷🏽‍♂️,0,others
bitch i'll stomp on that lil hoe !!,1,gender
"Damn wassup wit the girls taking the hits this summer😂 I ain't going near no water wit niggas around, y'all trippin URL",0,gender
Wishing joyful Eid Mubarak to all celebrating Eid ul Fitr across the world. May this Eid be of tremendous blessings!  #EidMubarak #عيد_الفطر_المبارك URL,0,religion
@Vivkn2 @Snipified @AdityaRajKaul Increasing number of army men in J&K shows how coward you are. Kashmir will be the graveyard of your thousand coward psycho army men.,0,others
This is the same country that will go about and say how my country is a shithole and backwards. Lmao atleast our women can abort their unwanted baby,0,politics
Every one worships their god on their festival! Me worshiping my god on salmaniacs festival #Bharat #IAmBharat URL,0,others
Eid mubarak to my ommfs and everyone who's celebrating.. 💜 may God accept our prayers and fast. Im sorry busy with family today bc it's muslims chrismas festival. 😍🥳,0,religion
@derftron @BriOnAir @LenaWaithe @cthagod And hire gay black women who are better equipped to handle harassment claims??? That stinks and she should be sued for discrimination.,0,others
Niggas make too many excuses and set too little examples.,0,others
"For my brave girls all over the world defying modesty/rape culture and choosing personal freedom, I'm proud of you. I honor you. I see you, and I admire you. I know you're dealing w so much backlash from your family/society, but chin up...and spread those gorgeous wings 🦋xxx URL",0,gender
@TalbertSwan Y'all murder your own daily including the unborn .. No one alive who owns an African Slave ..in USA .. Clean your own house before bitching about others,0,race
@annamaywan All men are shit.,1,gender
@ziwkhalifaa @blackbourn__ White old men are obsessed with the term Black Bastard lmao when will they all die out?,0,race
Lesbians fuck with strapless dildo URL,0,sexual orientation
"@BettyWBC So fuck ya, and the fags nobody cares . Its just people you never took time with. Got a neighborhood of fag haters. And a fag house looking at ya",1,sexual orientation
"Mexican guys be shootin their shot by saying "" té pegan? "" 😂😂",0,gender
girls know them when they encounter them but still choose to ignore all warning signs and fall for em then turn around and say All MeN ArE TrAshH 😒 URL,0,gender
"hello everyone its me ,as my friend would say, lil faggie: the entitled fag URL",0,sexual orientation
boys whose masculinity can't handle being called pretty are weak and natural selection is coming for you all,0,gender
"I don't know which black man needs to hear this, but I love you King and you are appreciated it. Secure the bag, you got this. Don't let the world definitions define you or put you in a box. You are so much more than individuals imaginations. You are a God. URL",0,race
Asian hotness URL,0,race
@appreciateejoon @s8n faggot,1,sexual orientation
Situation of Pakistan will become worst then Syria in next 1-2 years. UN /US/ Russia with help of our Country Should snatch all Nuclear weapons of Pakistan immediately. Corrupt Pak Army / ISI who are TERRORIST'S sympathisers may sell Nuke weapon at throw away prices. @Swamy39,0,others
"Remember: This is how the media reacts after Muslim terrorism. The focus is always on the ""innocent"" Muslims & the ""backlash"" that they fear in response. When it's perpetrated by a white person, the media's response is:  ""White people are evil, we need to ban guns."" URL",0,race
@Realpersonpltcs As Christians we're not asking Donald Trump to be our Pastor but the leader of our country. And btw he's doing a great job.,0,politics
what's the tea on puerto rican men?,0,others
@potatosumo bitch I will drop kick you in the vagina,0,gender
These Niggas Do Anything To Be Down 😎💯,0,others
Some day Allah and Ram together will wipe of these guys off the face of earth. And thereafter. Not only these guys. Their godfathers as well.,1,religion
@GTIATJohn316 Praying for children.,0,religion
"I spend so much time trying to never have the gayest, most trans night of the time and place where the catchphrase Kill 'em all and let Cod sort 'em out comes from.",0,sexual orientation
"Whose Kashmir is it,  the Hindus who ruled it from 3238 BCE, 20 years before Mahabharat a total of about 4787 years, or the Islamists who treacherously captured, it in the 13 th century & existed for just 470 yrs tyrannizing & butchering Hindus ?? URL",0,others
@realDonaldTrump #IStandWithBeto We're not taking your sh*t anymore. You don't get a pass. You don't get to spew heartfelt racist rhetoric then expect a thank you when you read a cold speech from a TelePrompTer. You are racist & the world knows it. #ElPasoStrong  URL,1,race
@Skoal_GG all white people are the devil!,1,race
You know I want to say and share unless you are a Native American or Mexican before territories were set....I'm an immigrant. I'm here because of my family before me.,0,immigration
i love when white boys wear those tight ass shorts 😗,0,race
Yal niggas gone get pregnant from all that dick riding,1,gender
"What happened to your bratty attitude when I shoved my cock down your throat? Look at you, gagging and tapping my thigh cause you need to breathe already. My little toy, we aren't even close to being done yet. We can keep doing this until I cum or you go limp.",1,gender
"Once again for y'all in the back, hoes mad",0,gender
Canadian Preacher Arrested for Disturbing the Peace as Crowd Rejects Message of the Gospel URL,0,religion
YOU LITERALLY TOOK YOUR COCK OUT BITCH,0,gender
A dumb ass nigga won't know what he got until it's gone,0,others
"June is #PrideMonth, so join us as we celebrate all the wonderful #queer diversity found throughout the natural world. #Pride #LGBT 🌈 URL",0,sexual orientation
tommy's hella peng and then he starts talking,0,others
@MichaelKugelman Why don't you mind your own stupid business wherein people are dying in your country because of white supremacy. Stop interfering in India's internal matters as they have a popular elected govt to take care of their internal issues. Should Indians start interfering in US issues.,0,race
Ima alpha male ain't no bitch in me 😎,0,gender
Man being in LA fucking with them white folk got you on all the drugs,0,race
These niggas Got the look of a rich nigga but the actions of a begger,0,others
"I swear some guys are good for nothing...i dont know how some women put up with their pussy ass boyfriends, who dont support, help, or motivate them.",1,gender
@nowthisnews OMG. Again. Another way for televangelists to make money. URL,0,religion
"""I'm not a racist, I'm really not"" says man who retweets @KTHopkins",0,race
Next time a female approaches me mad cuz her boyfriend was flirting with me ima set both they dumb ass on fire,0,gender
Proud to see the leader of our little country Samoa leading the way for EQUALITY confronting this issue of transgenderism in FEMALE sports where many are fearful to 🇼🇸🇼🇸🇼🇸 URL,0,gender
These are the type of women who think they're attractive just because they're light skinned lmao she looks like a bull dog,1,others
Brian Kemp: Reverse State Agency's Hijab Ban - Sign the Petition! URL via @Change,0,others
@My_Perintis wishes all our Muslim friends Selamat Hari Raya Maaf Zahir & Batin. To be present with your loved ones during this beautiful celebration is the greatest gift of all. May you enjoy this festive season with your families. #myperintis #myschooloflife #selamathariraya URL,0,religion
"@ndrew_lawrence @IlhanMN The rhetoric gets bolder and more racist and suddenly those concentration camps become death camps and we all wonder ""How did this happen?"" IT IS HAPPENING ON OUR WATCH.",0,race
Being around white people make me nervous!,0,race
"did i stutter? too many cishet people go as a group (not as support for their gay friends) like its some goofy ass parade. its LGBTQ pride, FOR LGBTQ folk only.",0,sexual orientation
Every nigga in Chicago is offset lmaoo @YRNRICHHOMIEE,0,race
As if I ever allowed your pathetic cock to cum inside me. You'll have to get used to the feeling of plastic. URL,0,others
